YEAR,ID,TYPE,ARCHITECTURE,TECHNOLOGY,TITLE,ABSTRACT,AUTHORS,COMMENTS,Csamp [pF],AREA [mm^2],SNDR_lf [dB],fin_hf [Hz],SNDR_hf [dB],SNR [dB],DR [dB],-THD [dB],SFDR [dB],SNDR_plot [dB],P [W],fs [Hz],OSR,fsnyq [Hz],P/fsnyq [pJ],FOMW_lf [fJ/conv-step],FOMW_hf [fJ/conv-step],FOMS_lf [dB],FOMS_hf [dB],FOMW_hf/fsnyq,"FOMS,hf+10log(fsnyq)"
2011,10.2,NQ,"Pipe, TI",SiGe BiCMOS,A 12b 1GS/s SiGe BicMoS Two-way Time-interleaved pipeline adc,"A 2-way time-interleaved pipeline ADC built in a 0.18um BiCMOS SiGe process uses a switched current architecture. Most circuits are shared between the two interleaving branches to reduce power to 575mW. To address the interleaving artifacts, DACs are included to remove timing skew and bandwidth mismatch. ENOB is 10.2b with measured SNR of 62dB and SFDR>67dB.","R. Payne, C. Sestok, W. Bright, M. El-Chamas, M. Corsi, D. Smith, N. Tal", , ,2.35,,5.00E+08,,59.0,,,67.0,59.0,5.75E-01,1.00E+09,1,1.00E+09,5.75E+02,,789.6,,148.4,7.90E-07,238.39
2011,10.3,NQ,"Pipe, TI",0.040,An 800MS/s dual-Residue pipeline adc in 40nm cMoS,"An 800MS/s 4_-interleaved 12b pipeline ADC, occupying 0.88mm2 in 40nm CMOS, achieves an SNDR of 59dB. Power consumption of 105mW is achieved using low open-loop-gain amplifiers in a dual-residue topology, resulting in a FOM of 0.18pJ/conversion. A fast background offset calibration algorithm removes the offsets of the MDAC stages.","J. Mulder, F. M. van der Goes, D. Vecchi, J. R. Westra, E. Ayranci, C. M. Ward, J. Wan, K. Bult",Power includes reference, ,0.88,,4.00E+08,59.0,,,,70.0,59.0,1.05E-01,8.00E+08,1,8.00E+08,1.31E+02,,180.2,,154.8,2.25E-07,243.84
2011,10.4,NQ,Pipe,0.180,A 16b 80MS/s 100mw 77.6dB SnR cMoS pipeline adc,"A 16b pipeline ADC that achieves 77.6dBFS SNR, 77.4dBFS SNDR and 93dBc SFDR at 80MS/s with a 10MHz input while consuming 100mW is presented. The design includes a dynamically driven deep N-well input sampling switch, an offset-canceled comparator, and a back-gate voltage-biased MDAC amplifier. The ADC is fabricated in a 1P5M 0.18_m CMOS process.","J. Brunsilius, E. Siragusa, S. Kosic, F. Murden, E. Yetis, B. Luu, J. Bray, P. Brown, A. Barlow", , ,9.9,,4.00E+07,75.0,77.0,,,89.0,75.0,1.00E-01,8.00E+07,1,8.00E+07,1.25E+03,,272.0,,161.0,3.40E-06,240.05
2011,10.5,NQ,SAR,0.065,A 0.024mm2 8b 400MS/s SaR adc with 2b/cycle and Resistive dac in 65nm cMoS,"An 8b 400MS/s SAR ADC with 2b-per-cycle architecture is fabricated in a 65nm CMOS process. The ADC uses a single resistive DAC and occupies 0.024mm2. At maximum conversion rate with a 1.9MHz input signal, the prototype consumes 4mW exhibiting an SNDR of 44.5dB with an SFDR of 54.0dB. The FOM is 73fJ/conversion-step at 400MS/s from a 1.2V supply and 42fJ/conversion-step at 250MS/s from a 1V supply.","H. Wei, C-H. Chan, U-F. Chio, S-W. Sin, S-P. U, R. Martins, F. Maloberti","Data for 400MS/s, at Nyquist from Fig. 10.5.5", ,0.024,,2.00E+08,40.4,,,,53.0,40.4,4.00E-03,4.00E+08,1,4.00E+08,1.00E+01,,116.9,,147.4,2.92E-07,233.41
2011,10.6,NQ,SAR,0.065,A Resolution-Reconfigurable 5-to-10b 0.4-to-1v power Scalable SaR adc,"This paper presents a reconfigurable 5-to-10b SAR ADC in 65nm CMOS, operating from 2MS/s at 1V to 5kS/s at 0.4V, with power that is linear with sample rate. The DAC power scales exponentially with resolution and voltage scaling further reduces the energy-per-conversion. The FOM is 22.4fJ/conversion-step in 10b mode at 0.55V.","M. Yip, A. P. Chandrakasan",Data for 10b mode, ,0.212,,1.00E+04,55.0,,,,68.8,55.0,2.06E-07,2.00E+04,1,2.00E+04,1.03E+01,,22.4,,161.9,1.12E-03,204.87
2011,27.1,OS,SDCT,0.045,A 4Ghz cT __ adc with 70dB dR and -74dBFS Thd in 125Mhz Bw,"A 4GHz CT __ADC is presented with a loop filter topology that absorbs the pole caused by the input capacitance of its 4b quantizer and compensates for the excess delay caused by the quantizer’s latency. Implemented in 45nm CMOS, the ADC achieves 70dB DR and -74dBFS THD in a 125MHz BW, while dissipating 256mW and occupying only 0.9mm2.","M. Bolatkale, L. Breems, R. Rutten, K. Makinwa", , ,0.9,,1.25E+08,65.0,65.5,70.0,74,,65.0,2.56E-01,4.00E+09,16,2.50E+08,1.02E+03,,704.7,,151.9,2.82E-06,235.87
2011,27.2,OS,SDCT,0.090,An 8mw 50MS/s cT __ Modulator with 81dB SFdR and digital Background dac inearization,A 3rd-order single-loop CT __ modulator with a 4b quantizer is sampled at 500MHz with an OSR of 10. It achieves 63.5dB SNDR and -81dB SFDR in a 25MHz bandwidth without DEM. The DAC nonlinearity is digitally estimated and corrected. All feedback amplifiers are compensated for finite GBW influence. The modulator occupies 0.15mm2 in 90nm CMOS and achieves an FOM of 125fJ/conversion-step.,"J. G. Kauffman, P. Witte, J. Becker, M. Ortmanns", , ,0.15,,2.50E+07,63.5,,70.0,,81.0,63.5,8.00E-03,5.00E+08,10,5.00E+07,1.60E+02,,130.9,,158.4,2.62E-06,235.44
2011,27.3,OS,SDSC,0.180,A Third-order dT __ Modulator using noise-Shaped Bidirectional Single-Slope Quantizer,A single-slope quantizer using modified bidirectional discharging is proposed. This quantizer provides first-order shaping of quantization noise and is used as the quantizer of a second-order delta-sigma loop. The fabricated prototype ADC achieves 78.2dB SNDR at 50MHz sampling speed at OSR of 24 with 2.9mW power consumption.,"N. Maghari, U-K. Moon", , ,0.44,,1.04E+06,78.2,79.3,,,86.3,78.2,2.90E-03,5.00E+07,24,2.08E+06,1.39E+03,,209.5,,163.8,1.01E-04,226.94
2011,27.4,OS,SDSC,0.130,A 250mv 7.5_w 61dB SndR cMoS Sc __ Modulator using a near-Threshold-voltage-Biased cMoS inverter Technique,An ultra-low-voltage SC __ converter using a near-threshold-voltage-biasing technique is reported. This guarantees reliable operation of inverter-based integrators over temperature while running at a supply voltage of 250mV. An SNDR of 61dB is achieved for a BW of 10 kHz with a total power consumption of only 7.5_W.,"F. Michel, M. Steyaert", , ,0.3375,,1.00E+04,61.0,64.0,,,,61.0,7.50E-06,1.40E+06,70,2.00E+04,3.75E+02,,409.0,,152.2,2.05E-02,195.26
2011,27.5,OS,SDSC,0.180,A 84dB SndR 100khz Bandwidth low-power Single op-amp Third-order __ Modulator consuming 140_w,A third-order __ modulator with single operational amplifier achieves 13.6 bits with 100kHz signal bandwidth and consumes 140_W. The time-interleaved two-integrators scheme is a modification of a second-order prototype. A slew-rate boost enables minimum power in a two stages op-amp. The SFDR is 96dB with an FoM of 54fJ/conversion-step.,"A. Pena Perez, E. Bonizzoni, F. Maloberti",Numbers for OSR=16, ,0.492,,5.00E+04,84.0,,88.0,,,84.0,1.40E-04,1.60E+06,16,1.00E+05,1.40E+03,,108.1,,169.5,1.08E-03,219.53
2012,8.1,OS,SDCT BP,0.040,An LC Bandpass &[Delta]&[Sigma] ADC with 70dB SNDR over 20MHz Bandwidth Using CMOS DACs,"A 6th order LC bandpass &[Delta]&[Sigma] ADC with 3.2GHz clock and 20mW power consumption in a 40nm CMOS process achieves 70dB SNDR over a 20MHz bandwidth tunable from 700 to 800MHz center. Thermal noise, particularly in the 1st stage DAC, was found to be a key limitation on performance, and a capacitively coupled CMOS RTZ voltage mode DAC was found to be considerably superior to current switching DACs.",J. Harrison et al.,IF = 700-800MHz, ,0.4,,2.00E+07,70.0,,,,,70.0,2.00E-02,3.20E+09,80,4.00E+07,5.00E+02,,193.5,,160.0,4.84E-06,236.02
2012,8.2,OS,SDCT BP,0.065,A 12mW Low Power Continuous-time Bandpass &#8721;&#8710; Modulator with 58dB SNDR and 24MHz Bandwidth at 200MHz IF,"A 800MS/s low power 4th-order continuous-time bandpass &[Sigma]&[Delta] modulator with 24MHz bandwidth at 200MHz IF is presented. A novel power efficient resonator with a single amplifier is used as a loopfilter, and a new 4th-order architecture is introduced for system simplicity and low power. This modulator shows 58dB SNDR, 60dB DR and 65dB IMD, and a total power consumption of 12mW. The total die area in 65nm CMOS is 0.2mm<sup>2</sup>.",H. Chae et al.,IF = 200MHz, ,0.2,,2.40E+07,58.0,,60.0,,,58.0,1.20E-02,8.00E+08,17,4.80E+07,2.50E+02,,385.2,,151.0,8.02E-06,227.82
2012,8.3,OS,SDCT BP,0.065,"A DC to 1 GHz tunable RF &[Delta]&[sum] ADC achieving DR = 74 dB, BW = 150 MHz at f0 = 450 MHz using P = 550 mW","A 6th-order DC to 1GHz tunable CT low-pass/bandpass &[Delta]&[sum] ADC in 65 nm CMOS targeting RF and IF digitizing applications is presented. It achieves the BW = 150MHz at f0 = 450MHz with DR = 74 dB, fCK = 4 GHz in 550 mW. This performance is enabled by a reconfigurable LC and active-RC modulator structure, 5th-order and 7th-order feedforward op amps, self-cut-off comparator, and dual supply DAC.",H. Shibata et al.,"IF=450MHz, no SNDR data?", ,5.5,,1.50E+08,,,74.0,,,74.0,5.50E-01,4.00E+09,13,3.00E+08,1.83E+03,,447.6,,158.4,1.49E-06,243.13
2012,8.4,OS,SDCT,0.090,A 16mW 78dB SNDR 10MHz BW CT &#61508;&#931; ADC Using Residue-Cancelling VCO-Based Quantizer,"In this paper, we propose a VCO based Delta Sigma ADC that overcomes the impact of VCO non-linearity by minimizing the input signal processed by the VCO. The ADC was implemented in 90nm CMOS process and occupies an active area of 0.36mm2. It achieves 78dB SNDR and 88.5dB SFDR in 10MHz bandwidth and a sampling rate of 600MHz while consuming 16mW power.",K. Reddy et al.,Data for fin=4MHz, ,0.36,,4.00E+06,78.0,79.1,,,88.5,78.0,1.60E-02,6.00E+08,30,2.00E+07,8.00E+02,,123.2,,166.0,6.16E-06,238.97
2012,8.5,OS,SDCT,0.090,"A 72dB DR, &[Delta]&[sum] CT Modulator using digitally estimated, auxiliary DAC linearization achieving 88fJ/conv in a 25MHz BW","A multi-bit, 3rd order CT &[Delta]&[Sigma] modulator with 25MHz BW and fS=500MHz is presented. It employs a feedback DAC linearization using an auxiliary DAC and a crosscorrelation based DNL estimation. The modulator achieves 11b ENOB and 72dB DR, and its robustness is improved with a phase-variation aware design. The modulator consumes 0.225mm<sup>2</sup> in 90nm CMOS and achieves an FOM=88fJ/conv.",P. Witte et al.,, ,0.23,,2.50E+07,67.5,69.1,72.0,,79.0,67.5,8.50E-03,5.00E+08,10,5.00E+07,1.70E+02,,87.7,,162.2,1.75E-06,239.17
2012,8.6,OS,SDCT,0.090,"A 15mW, 3.6GSps CT-&#8710;&#931; ADC with 36MHz Bandwidth and 83dB DR in 90nm CMOS","An 8-tap FIR DAC is used to reduce power dissipation and jitter sensitivity of a single-bit CTDSM sampling at 3.6Gsps. A low power analog path compensates for the delay of the FIR DAC. At the circuit level, AC-coupled feedforward compensated opamps and assisted opamp integrators enable 83dB DR in 36MHz BW in a 90nm CMOS process. The area occupied by the ADC is 0.12mm2.",P. Shettigar et al., , ,0.12,,3.60E+07,70.9,76.4,83.0,,,70.9,1.50E-02,3.60E+09,50,7.20E+07,2.08E+02,,72.7,,164.7,1.01E-06,243.28
2012,8.7,OS,SDCT,0.045,A 20mW 61dB SNDR (60MHz BW) 1b 3rd Order Continuous-Time Delta Sigma Modulator Clocked at 6GHz in 45nm CMOS,A 1-bit 3rd Order Continuous-Time Delta Sigma Modulator clocked at 6GHz in 45nm CMOS is described. Clocking at 6GHz is achieved using an Excess Loop Delay (ELD) compensation scheme that ensures modulator stability with 1 clock period comparator latency. ELD in integrators is minimized using passive capacitor networks that in turn reduce power consumption. Measured results of 61dB peak SNDR (60MHz BW) with 20mW power consumption (FOM =190fJ/conv-step) demonstrate feasibility of the approach.,V. Srinivasan et al., , ,0.49,,6.00E+07,60.6,61.5,,,,60.6,2.00E-02,6.00E+09,50,1.20E+08,1.67E+02,,190.4,,155.4,1.59E-06,236.16
2012,19.3,NQ,"Flash, TI",0.04,A 40nm CMOS Single-Chip 50Gb/sDP-QPSK/BPSK Transceiver With Electronic Dispersion Compensation for Coherent Optical Channels,"Optical communication technology in long-haul and metropolitan links is experiencing a transition to coherent techniques and high spectral efficiency modulation formats such as dual-polarization (DP) QPSK, DP-QAM and OFDM. The combination of coherent demodulation and DSP allows costly optical signal-processing hardware used to compensate fiber optic impairments such as chromatic dispersion (CD) and polarization-mode dispersion (PMD) to be replaced by DSP-based techniques [1]. Economic large-scale deployment of coherent systems requires the integration of the optical transceiver functions in CMOS technology.",D. Crivelli et al.,, ,,34.3,1.00E+10,25.8,,,,,25.8,5.00E-01,2.50E+10,1,2.50E+10,2.00E+01,473.7,1250.0,138.2,129.8,5.00E-08,233.80
2012,27.1,NQ,Pipe,0.180,Ring Amplifiers for Switched Capacitor Circuits,"The concept of a Ring Amplifier is introduced. This new class of amplifier enables wide swing, high efficiency switched capacitor amplification in any scaled CMOS environment. A 20MHz, 15b pipelined ADC using Ring Amplifiers and Split-CLS achieves 76.8dB SNDR and 95.4dB SFDR while using 5.1mW, achieving a FoM of 45fJ/conversion-step.",B. Hershberg et al., , ,1.98,,1.00E+07,76.8,77.2,,,95.4,76.8,5.10E-03,2.00E+07,1,2.00E+07,2.55E+02,,45.1,,169.7,2.25E-06,242.73
2012,27.3,NQ,Pipe,0.065,A 5.37mW 10b 200MS/s Dual-Path Pipelined ADC,"A 10-bit switched-capacitor pipelined ADC was fabricated using a 65nm CMOS technology.  In each pipeline stage, the residue amplification is performed sequentially first by a coarse amplifier (CA) then by a fine amplifier (FA).  The CA and FA were designed and optimized separately, resulting in low power dissipation.  This ADC achieves 56.7 dB SNDR at 200 MS/s sampling rate, and consumes only 5.37 mW from a 1 V supply.",Y. Chai et al., , ,0.19,,1.00E+08,57.0,,,,64.0,57.0,5.37E-03,2.00E+08,1,2.00E+08,2.69E+01,,46.4,,159.7,2.32E-07,242.71
2012,27.5,NQ,Pipe,0.040,A 1.7mW 11b 250MS/s 2-times Interleaved Fully Dynamic Pipelined SAR ADC in 40nm Digital CMOS,"A 250MS/s 2x interleaved 11bit pipelined SAR ADC in 40nm digital CMOS is presented. Each ADC channel consists of a 6b SAR, a dynamic residue amplifier and a 7b SAR with a total of two bits of redundancy. The ADC achieves a peak SNDR of 62dB at 10MS/s, and 56dB for a Nyquist input at 250MS/s. The low frequency energy per conversion step ranges from 7fJ at 10MS/s to 10fJ at 250MS/s.",B. Verbruggen et al., , ,0.066,,1.25E+08,56.0,,,,,56.0,1.70E-03,2.50E+08,1,2.50E+08,6.80E+00,,13.2,,164.7,5.28E-08,248.64
2012,27.6,OS,SAR,0.065,A 90MS/s 11MHz Bandwidth 62dB SNDR Noise-Shaping SAR ADC,This work describes a SAR ADC which leverages oversampling to increase the resolution and introduces a noise-shaping technique for conventional SAR ADCs. The prototype converter uses an 8 bit capacitor DAC and achieves an ENOB of 10.0 bits over a bandwidth of 11MHz with an OSR of 4. The measured FOM for the converter is 35.8fJ/conv with an input signal of 2MHz.,J. Fredenburg,, ,0.0462,,1.10E+07,62.0,,,,,62.0,8.06E-04,8.80E+07,4,2.20E+07,3.66E+01,,35.8,,163.3,1.63E-06,236.73
2012,27.7,NQ,SAR,0.04,A 70dB DR 10b 0-80MS/s Current Integrating SAR ADC with adaptive Dynamic Range,"This paper presents a charge-domain SAR ADC which integrates the current of a variable-gain transconductor on its sampling capacitor, rather than being driven by a power hungry voltage buffer. The sampling circuit uses nonlinear MOS capacitors for passive amplification, without compromising linearity. The prototype in 40nm LP CMOS consists of a 3.2-51.2mS transconductor, combined with a 10b 0-80MS/s charge-sharing SAR ADC. It achieves 70 dB DR while consuming less than 5.45mA from a 1.1V supply.",B. Malki et al.,Data for 80MS/s, ,0.079625,,4.00E+07,54.2,,70.0,,,54.2,6.00E-03,8.00E+07,1,8.00E+07,7.49E+01,,178.8,,152.4,2.24E-06,231.47
2012,27.8,NQ,SAR,0.09,A 7-to-10b 0-to-4MS/s Flexible SAR ADC with 6.5-to-16fJ/conversion-step,"A power-efficient, flexible-resolution SAR ADC in 90nm CMOS is presented. Resolutions from 7 to 10b are supported, achieving an ENOB up to 9.4bit. A reconfigurable comparator, a reconfigurable DAC and a two-step conversion process enable power-efficiencies of 6.5-16fJ/conversion-step at 4MS/s and 1.1V supply. The FOM is maintained down to kS/s-range as the leakage is only 3nW.",P. Harpe et al.,Data for 10b mode, ,0.047,,2.00E+06,58.3,,,,,58.3,1.74E-05,4.00E+06,1,4.00E+06,4.36E+00,,6.5,,168.9,1.61E-06,234.96
2012,27.9,NQ,Pipe,0.130,A 31.3fJ/Conversion-Step 70.4dB SNDR 30MS/s 1.2V Two-Step Pipelined ADC in 0.13&#956;m CMOS,"Analog-to-digital conversion with a signal bandwidth of 10 to 20MHz and ENOB of 11 to 12b has become a common requirement in many modern wireless communication systems where low power consumption is always a necessity. Typically, the traditional 2-step pipelined ADC is not considered a good candidate to meet these design specifications, since it is implemented with a power-hungry high-resolution flash sub-ADC and high-gain residue amplifier. Recently, however, low-power SAR architectures have been proposed as efficient replacements for flash-based sub-ADCs [1], especially since the conversion rate may be improved with the use of asynchronous clocking [2].",Ho-Young Lee; Bumha Lee; Un-Ku Moon, , ,0.24,,1.50E+07,70.4,,,,79.6,70.4,2.54E-03,3.00E+07,1,3.00E+07,8.47E+01,,31.3,,168.1,1.04E-06,242.88
2013,2.4,NQ,"Flash, TI",0.04,A 195mW/55mW Dual-Path Receiver AFE For Multistandard 8.5-11.5Gb/s Serail Links in 40nm CMOS,"A dual path receiver is designed to operate over a wide range of channels at 8.5 to 11.5 Gb/s. The ADC based path has a 6b time interleaved rectifying ADC, compensates 34dB loss for a copper channel and achieves >6dB margin for MMF stressors, consuming 195mW with FOM of 0.59pJ/step at 5GHz. The 55-mW slicer based path uses a CTLE to provide 10dB equalization. The AFE occupies 0.82mm^2 in 40nm CMOS.",B. Zhang et al.,, ,,,5.00E+09,29.2,,,,,29.2,1.39E-01,1.00E+10,1,1.00E+10,1.39E+01,,590.0,,134.8,5.90E-08,234.76
2013,15.1,OS,SDCT,0.028,A 28fJ/Conv-Step CT &[Delta]&[Sigma] Modulator with 78dB DR and 18MHz BW in 28nm CMOS Using a Highly Digital Multibit Quantizer,A CT &[Delta]&[Sigma] modulator achieves 27.7fJ/conv-step using a highly digital multibit quantizer with embedded feedback to compensate for finite opamp bandwidth along with excess loop delay. Techniques of input-tracking power-on control and backend interpolation reduce the quantizer power to below 0.3mW at 640MS/s. The 4th-order prototype in 28nm CMOS consumes 3.9mW and exhibits 73.6dB peak SNDR and 78.1dB DR over 18MHz BW. The Schreier FoM of the modulator is 174.7dB.,Y-S. Shu et al.,, ,0.08,,1.80E+07,73.6,,78.1,,,73.6,3.90E-03,6.40E+08,18,3.60E+07,1.08E+02,,27.7,,170.2,7.69E-07,245.81
2013,15.2,NQ,SAR,0.065,A 2.2/2.7fJ/conversion-step 10/12b 40kS/s SAR ADC with Data-Driven Noise Reduction,"A power-efficient 10/12bit 40kS/s SAR ADC in 65nm CMOS is presented. The chip area is 0.076mm<sup>2</sup> and it achieves an ENOB up to 10.1bit at 0.6V supply. A self-oscillating comparator, a segmented capacitive DAC with 250aF unit elements and a Data-Driven Noise Reduction method enable power-efficiencies of 2.7 and 2.2fJ/conversion-step for 10bit and 12bit resolution, respectively.",P. Harpe et al.,12b data, ,0.076,,2.00E+04,62.6,,,,,62.6,9.70E-08,4.00E+04,1,4.00E+04,2.43E+00,,2.2,,175.7,5.52E-05,221.73
2013,15.3,NQ,SAR,0.090,A 71dB-SNDR 50MS/s 4.2mW CMOS SAR ADC by SNR enhancement techniques of utilizing noise,"This paper describes a SAR ADC of 71dB SNDR with 50MS/s and 4.2mW, which achieves the lowest FoM and the fastest sampling frequency in the SAR ADCs over 70dB SNDR at present. In order to improve SNDR, the ADC does not use analog circuits as amplifiers, but 3 techniques of utilizing noise that have good compatibility to low voltage fine processes. These are Noise-Shaped-Uniform-Dither, Filtered-DAC, and Adaptive-Averaging. Measured results show that the methods improve SNDR by 5dB and SFDR by 6dB.",T. Morie et al.,, ,0.097,,2.50E+07,69.1,,,,84.0,69.1,4.20E-03,5.00E+07,1,5.00E+07,8.40E+01,,36.1,,166.8,7.21E-07,243.84
2013,15.4,OS,Incremental,0.160,A 1V 14b Self-Timed Zero-Crossing-Based Incremental &[Delta]&[Sigma] ADC,"A 2nd-order &[Delta]&[Sigma] ADC in 0.16&[micro]m CMOS operates without a clock. Its SC integrators use cascoded current sources and correlated level-shifting to linearly transfer charge, and inverter-based zero-crossing detectors to proceed from one clock phase to the next. The ADC achieves 14-bit resolution and linearity in a conversion time below 1ms while consuming … from a 1V supply.",C. Chen et al.,, ,0.45,,6.67E+02,,81.9,,,,81.9,2.00E-05,1.33E+03,1,1.33E+03,1.50E+04,,1475.7,,157.1,1.11E+00,188.37
2013,15.5,OS,Incremental,0.160,A 6.3&[mu]W 21bit Incremental Zoom-ADC with 6 ppm INL and 1&[mu]V Offset,"A 21b Incremental analog-to-digital converter has been realized in a 0.16&#956;m CMOS process.  It employs a zoom ADC architecture, a novel inverter-based integrator and various dynamic error correction techniques to achieve 6ppm INL and 1&#956;V offset, while dissipating only 6.3&#956;W. It achieves a FOM of 0.112pJ/step, over 10x better than state-of-the-art ADCs with similar performance. ",Y. Chae et al.,, ,0.375,,1.25E+01,,119.8,,,,119.8,6.30E-06,5.00E+04,2000,2.50E+01,2.52E+05,,314.8,,182.8,1.26E+01,196.77
2013,15.7,NQ,SAR,0.090,A 2.4-to-5.2fJ/Conversion-step 10b 0.5-to-4MS/s SAR ADC with Charge Average Switching DAC in 90nm CMOS,"A 0.4V-to-0.7V operated 10b SAR ADC with charge average switching DAC is implemented in 90nm CMOS. At a sampling range of 0.5MS/s to 4 MS/s and a scaling supply of 0.4V to 0.7 V, it achieves a SNDR of 54.3dB to 56.3dB, a ENOB of 8.72b to 9.05b, a power consumption of 0.5uW to 11uW, and a resulting FoM of 2.4fJ/conv.-step to 5.2fJ/conv.-step with a switching energy saving efficiency of 94.1%.",C-Y Liou et al.,Data for VDD=0.4V, ,0.042,,2.50E+05,54.3,,,,,54.3,5.00E-07,5.00E+05,1,5.00E+05,1.00E+00,,2.4,,171.3,4.72E-06,228.28
2013,15.8,NQ,Pipe,0.180,Adaptive Opamp Gain and Nonlinearity Cancellation in Pipelined ADCs,"A switched-capacitor bottom-plate sampling scheme that initializes the top plate with gain error enables the lossless inter-stage voltage transfer regardless of opamp finite gain and nonlinearity. Using a two-stage uncascoded opamp, a 60MS/s pipelined ADC in 0.18um CMOS achieves 14b INL with 91dB SFDR at 1.6V. ",Y. Miyahara et al., , ,1.43,,3.00E+07,73.3,75.5,,,84.0,73.3,6.80E-02,6.00E+07,1,6.00E+07,1.13E+03,,299.9,,159.7,5.00E-06,237.53
2013,16.3,NQ,SAR,0.18,A 0.45V 100-Channel Neural Recording IC with Sub-uW/Channel Consumtion in 0.18um CMOS,"A power efficient neural recording architecture with two-level supply voltage and and dynamic range folding is presented. The implemented 100-channel recording IC includes analog front-ends with 3.2uVrms input noise, ADCs with 8.2 ENOB at 200kS/s and power management circuits. The whole recording chain consumes less than 1uW/channel.",D. Han et al.,, ,,,1.00E+05,51.5,,,,,51.5,2.43E-06,2.00E+05,1,2.00E+05,1.22E+01,,39.4,,157.7,1.97E-04,210.70
2013,26.1,NQ,"Flash, TI",0.040,"A 10.3-GS/s, 6-b Flash ADC for 10G Ethernet Applications","A 40-nm CMOS 10-GS/s, 6-bit Flash ADC has been designed for a DSP-based receiver which meets the requirements for all NRZ 10G Ethernet standards. The micro-architecture enables dynamic reconfiguration of the comparator order - reducing the required comparator offset adjustment range during ADC calibration. The ADC occupies 0.27mm2 and consumes 240mW.",S. Verma et al.,, ,0.27,,5.00E+09,32.5,,,,,32.5,2.40E-01,1.00E+10,1,1.00E+10,2.40E+01,,699.8,,135.6,7.00E-08,235.65
2013,26.2,NQ,"SAR, TI",0.065,An 11b 3.6GS/s Time-Interleaved SAR ADC in 65nm CMOS,"A 3.6GS/s 11-bit Time-Interleaved SAR ADC with a THD that is better than -55dB at 2.5GHz is presented. The high-frequency linearity is enabled by the use of a bootstrapped MUX between the four frontend T/Hs and the 64 SAR sub-ADCs. Chopping the MUX facilitates on-chip background calibration that keeps gain and offset spurs below -80dBFS independent of PVT conditions. The 7.4mm2 65nm CMOS ADC consumes 795mW from a dual 1.2V/2.5V supply, including calibration, references and biasing.",E. Janssen et al.,, ,7.4,54.0,1.80E+09,50.0,,,,,50.0,7.95E-01,3.60E+09,1,3.60E+09,2.21E+02,539.3,854.7,147.5,143.5,2.37E-07,239.11
2013,26.3,NQ,"Pipe, TI",0.13 BiCMOS,A 14b 2.5GS/s 8-Way Interleaved Pipelined ADC With Background Calibration and Digital Dynamic Linearity Correction,Eight 14b pipelined ADCs are time interleaved to provide an aggregate 2.5GS/s conversion rate. The interleaved architecture enables a metastable error rate below 10<sup>-17</sup> to meet the stringent requirements of test and measurement applications. Continuous background calibration and digital dynamic linearity correction enable the interleaved architecture to achieve 78dB SFDR over a signal bandwidth of more than 1GHz.,B. Setterberg et al., , ,103.6,,1.00E+09,,61.0,,,78.0,61.0,2.39E+01,2.50E+09,1,2.50E+09,9.56E+03,,10427.1,,138.2,4.17E-06,232.16
2013,26.4,NQ,SAR,0.032,A 3.1mW 8b 1.2GS/s Single-Channel Asynchronous SAR ADC with Alternate Comparators for Enhanced Speed in 32nm Digital SOI CMOS,"An 8b 1.2GS/s single-channel SAR converter is implemented in 32nm CMOS, achieving 39.3dB SNDR and a FOM of 34fJ/conversion-step. High-speed operation is achieved by converting each sample with two alternating comparators clocked asynchronously and a redundant capacitive DAC with constant common mode. Background comparator offset compensation is implemented. The ADC consumes 3.1mW from a 1V supply and occupies 0.0015mm2.",L. Kull et al.,Data for VDD=1V, ,0.0015,,6.00E+08,39.3,,,,50.0,39.3,3.06E-03,1.20E+09,1,1.20E+09,2.55E+00,,33.8,,152.2,2.82E-08,243.02
2013,26.5,NQ,"SAR, TI",0.045,An 8.6 ENOB 900MS/s Time-Interleaved 2b/cycle SAR ADC with a 1b/cycle Reconfiguration for Resolution Enhancement,"The proposed 1b/cycle reconfiguration scheme alleviates the accuracy requirements of comparators and DACs in a 2b/cycle SAR ADC, while enhancing the ENOB. The prototype with time-interleaving achieves 8.6 ENOB from the 9b design at 900MS/s with 10.8mW power consumption under 1.2V. The FOM at the Nyquist rate is 40fJ/conversion-step.",H-K Hong et al., , ,0.038,,4.50E+08,51.2,,,,61.6,51.2,1.08E-02,9.00E+08,1,9.00E+08,1.20E+01,,40.5,,157.4,4.49E-08,246.94
2013,26.6,NQ,"SAR, TI",0.065,"A 14-bit, 80MS/s SAR ADC with 73.6dB SNDR in 65nm CMOS","This paper presents a 65nm SAR ADC that overcomes speed limitations in a conventional design and achieves 73.6dB SNDR at 80MS/s while using a 1.2V-only supply.  Several techniques are proposed to increase throughput, including fully on-chip DAC charge redistribution and time-interleaved operation.  As well, a replica timer tracks the DAC settling so that a fully self-timed SAR loop takes advantage of the improved settling.  Despite the increased speed, the ADC consumes only 31.1mW.",R. Kapusta et al., ,4,0.55,73.6,4.00E+07,71.3,,,,80.3,71.3,3.11E-02,8.00E+07,1,8.00E+07,3.89E+02,99.4,129.5,164.7,162.4,1.62E-06,241.42
